START_ID,END_ID,relation
934,1968,Treatment/Intervention
264,1968,Treatment/Intervention
935,1969,Treatment/Intervention
936,1970,Treatment/Intervention
937,1971,Treatment/Intervention
114,1972,Treatment/Intervention
842,1973,Treatment/Intervention
1,114,Treatment/Intervention
894,1974,Treatment/Intervention
938,1,Treatment/Intervention
939,1975,Treatment/Intervention
762,1976,Treatment/Intervention
940,1977,Treatment/Intervention
941,1978,Treatment/Intervention
44,1580,Treatment/Intervention
942,1979,Treatment/Intervention
934,1980,Treatment/Intervention
642,1981,Treatment/Intervention
474,1047,Treatment/Intervention
44,1982,Treatment/Intervention
634,1047,Treatment/Intervention
943,1983,Treatment/Intervention
130,1984,Treatment/Intervention
933,1985,Treatment/Intervention
944,1986,Treatment/Intervention
322,1987,Treatment/Intervention
940,1988,Treatment/Intervention
945,1989,Treatment/Intervention
946,1990,Treatment/Intervention
947,1991,Treatment/Intervention
948,1,Treatment/Intervention
949,1992,Treatment/Intervention
950,1993,Treatment/Intervention
951,1,Treatment/Intervention
157,1994,Treatment/Intervention
15,1995,Treatment/Intervention
952,1995,Treatment/Intervention
269,1996,Treatment/Intervention
822,1997,Treatment/Intervention
268,1998,Treatment/Intervention
953,1999,Treatment/Intervention
954,2000,Treatment/Intervention
320,54,Treatment/Intervention
269,2001,Treatment/Intervention
955,2002,Treatment/Intervention
907,2003,Treatment/Intervention
956,1,Treatment/Intervention
522,1083,Treatment/Intervention
522,2004,Treatment/Intervention
522,1083,Treatment/Intervention
957,1968,Treatment/Intervention
958,2005,Treatment/Intervention
959,497,Treatment/Intervention
960,960,Treatment/Intervention
259,2006,Treatment/Intervention
961,2006,Treatment/Intervention
962,2007,Treatment/Intervention
963,2008,Treatment/Intervention
964,960,Treatment/Intervention
259,2006,Treatment/Intervention
961,2009,Treatment/Intervention
965,2010,Treatment/Intervention
157,2011,Treatment/Intervention
157,2012,Treatment/Intervention
157,1803,Treatment/Intervention
157,2013,Treatment/Intervention
114,2014,Treatment/Intervention
157,2015,Treatment/Intervention
157,2016,Treatment/Intervention
157,2017,Treatment/Intervention
157,1493,Treatment/Intervention
157,2018,Treatment/Intervention
157,2019,Treatment/Intervention
966,2020,Treatment/Intervention
966,2021,Treatment/Intervention
966,2022,Treatment/Intervention
967,2023,Treatment/Intervention
751,2024,Treatment/Intervention
968,2025,Treatment/Intervention
969,2026,Treatment/Intervention
970,2027,Treatment/Intervention
748,2028,Treatment/Intervention
165,2029,Treatment/Intervention
971,1493,Treatment/Intervention
972,2030,Treatment/Intervention
973,2031,Treatment/Intervention
268,1,Treatment/Intervention
974,2032,Treatment/Intervention
268,2033,Treatment/Intervention
269,2034,Treatment/Intervention
268,2035,Treatment/Intervention
975,2036,Treatment/Intervention
976,2037,Treatment/Intervention
269,2038,Treatment/Intervention
977,2039,Treatment/Intervention
977,2040,Treatment/Intervention
978,2041,Treatment/Intervention
978,2042,Treatment/Intervention
745,2043,Treatment/Intervention
979,2044,Treatment/Intervention
980,1047,Treatment/Intervention
980,2045,Treatment/Intervention
979,2046,Treatment/Intervention
978,2047,Treatment/Intervention
981,2048,Treatment/Intervention
88,421,Treatment/Intervention
114,1,Treatment/Intervention
872,2049,Treatment/Intervention
766,2050,Treatment/Intervention
982,2050,Treatment/Intervention
983,2051,Treatment/Intervention
984,2052,Treatment/Intervention
985,2053,Treatment/Intervention
904,1047,Treatment/Intervention
986,587,Treatment/Intervention
987,421,Treatment/Intervention
988,2019,Treatment/Intervention
989,2054,Treatment/Intervention
114,1,Treatment/Intervention
990,1,Treatment/Intervention
991,2055,Treatment/Intervention
992,2056,Treatment/Intervention
993,1,Treatment/Intervention
766,2057,Treatment/Intervention
994,2058,Treatment/Intervention
995,2059,Treatment/Intervention
996,1,Treatment/Intervention
79,2060,Treatment/Intervention
997,2061,Treatment/Intervention
998,1,Treatment/Intervention
999,1,Treatment/Intervention
1000,1,Treatment/Intervention
316,1003,lead to
316,1002,lead to
316,1538,lead to
316,2062,lead to
316,1425,lead to
316,2063,lead to
316,2064,lead to
316,2065,lead to
316,2066,Treatment/Intervention
316,2067,Treatment/Intervention
316,942,Treatment/Intervention
316,2068,Treatment/Intervention
316,2069,Treatment/Intervention
316,2070,Treatment/Intervention
316,2071,Treatment/Intervention
316,868,Treatment/Intervention
316,939,Treatment/Intervention
316,2072,Treatment/Intervention
316,114,Treatment/Intervention
316,2073,Treatment/Intervention
316,2074,Treatment/Intervention
316,2075,Treatment/Intervention
316,2076,Treatment/Intervention
316,2077,Treatment/Intervention
316,2078,Treatment/Intervention
316,2079,Treatment/Intervention
261,1495,Related
261,1493,Related
261,1001,Related
261,2080,Related
261,2081,Related
261,2082,Related
1001,1,Related
261,2083,Related
261,2084,Related
261,2085,Related
261,907,Related
1002,2086,lead to
1002,1522,lead to
1002,2087,lead to
1002,2088,lead to
1002,1004,lead to
1002,2089,lead to
1002,2090,lead to
1003,2086,lead to
1003,2063,lead to
1003,2091,lead to
1003,2092,lead to
1003,2093,lead to
1003,2094,lead to
1003,2095,lead to
1003,1543,lead to
1003,2096,lead to
1003,2097,lead to
1003,2098,lead to
1003,2099,lead to
1003,2100,lead to
1004,2086,lead to
1004,1,lead to
1004,2101,lead to
1004,2102,lead to
1004,2100,lead to
1004,2103,lead to
1004,2104,lead to
1004,2105,lead to
1004,2106,lead to
1004,2107,lead to
1004,1585,lead to
1004,2108,Related
1004,2109,Related
1004,2110,Related
1004,497,Related
1004,1,Related
1004,2111,Related
1004,2112,Related
1004,2107,Related
1004,2113,Related
1004,2114,Related
1004,2115,Related
1004,2116,Related
1004,2117,Treatment/Intervention
1004,2118,Treatment/Intervention
1004,114,Treatment/Intervention
1004,939,Treatment/Intervention
1004,2119,Treatment/Intervention
1004,2072,Treatment/Intervention
1004,2120,Treatment/Intervention
1004,2121,Treatment/Intervention
1004,2122,Treatment/Intervention
1004,2123,Treatment/Intervention
1004,2124,Treatment/Intervention
