id,item
888,Yingxiang Touqian Nasal Clearing Method
889,Acupuncture + moxibustion + Chinese medicine
890,Chinese medicine fumigation combined with auricular acupuncture
891,Fumigation with mulberry bark soup
892,Mint soup fumigation
893,Traditional Chinese Medicine Nursing Technology
894,Acupressure
895,Chinese Medicine Treatment
896,Yangyin Yiqi Decoction
897,Omega-3 Supplements
898,SH/CS-PF Eye Drops
899,Multi-model fusion
900,Omega-3 intake
901,Acupuncture points around eyes
902,Diabetes mellitus (DM)
903,Diabetic corneal neuropathy
904,Anti-inflammatory drugs
905,Essential fatty acids (Omega-3)
906,NF-κB signaling pathway
907,Nonsteroidal anti-inflammatory drugs (NSAIDs)
908,Diatom Nanozyme (DAN)
909,Osmoprotectants
910,"Inflammatory factors (such as IL-1, TNF-α)"
911,Eye Acupuncture
912,"GAP43, GFAP"
913,IL-6 and MMP-9
914,MUC5AC
915,MUC5AC (mucin)
916,Omega-3 fatty acids (FA)
917,Goblet cells
918,Firmicutes/Bacteroidetes ratio
919,Hormone therapy
920,"Lactoferrin, lysozyme, lipocalin"
921,Quality of life (QoL)
922,Bifidobacterium
923,Mucin 5AC (MUC5AC)
924,Autologous serum drops
925,Reduction of hydrocortisone therapy
926,Reduce IPL/LLLT combination therapy
927,Phospholipids
928,PFHO
929,Poly(catechin)-capped gold nanoparticles (Au@Poly-CH NPs)
930,LipiFlow related hot compress
931,Nano drug formulation
932,Mistletoe
933,NLRP3 inflammasome
934,IL-1
935,Transient receptor potential vanilloid 1 (TRPV1)
936,Ocular surface inflammation-related neurosensory abnormalities
937,Corneal nerve
938,Thunder Fire Moxibustion on Eyes
939,Vitamin A
940,Autologous serum
941,Neurotrophic Factors
942,Short-term topical antibiotic use
943,Diquafosol eye drops
944,Diquafosol
945,Mesenchymal stem cell (MSC) therapy
946,Licorice
947,Chinese herbal eye fumigation
948,Acupuncture
949,Vasoactive intestinal peptide (VIP)
950,The method of nourishing water and nourishing trees
951,Bo's Abdominal Acupuncture
952,MIP-2
953,Qinpi Eye Drops
954,circRNA
955,Syndrome differentiation and treatment
956,Xia Sangju
957,TLR signaling pathway
958,Different frequency facial scraping care techniques
959,traditional Chinese medicine
960,Anxiety-depression related dry eyes
961,Bupleurum
962,Treating the liver and lungs together
963,"Peony bark, Gardenia, Scrophularia"
964,Restore liver ascending and lung descending
965,Xuanfu
966,Erdong Xiaoke Recipe
967,Asparagus cochinchinensis
968,"Radix Trichosanthis, Dendrobium"
969,Coptis chinensis
970,Prunella vulgaris
971,Bone marrow-derived mesenchymal stem cells
972,Endogenous progenitor cell transplantation
973,Meibomian gland stem cells
974,Acupoints around eyes
975,Acupuncture for lacrimal gland
976,Acupuncture at Fengchi acupoint
977,honeysuckle
978,Saffron
979,safflower
980,Wild Chrysanthemum
981,Acupuncture
982,4-Pinoleol Eye Mite Removal Cotton Pads
983,Fire-starting Soup
984,Three Talents Sealing Marrow Pill
985,Astragalus and Ginseng Soup
986,Cyclosporine
987,Xiaoyaosan
988,Jiawei Xiaoyaosan
989,New abdominal needle
990,"Antioxidants (such as trehalose, alpha-lipoic acid, etc.)"
991,Liver and kidney yin deficiency
992,Qi and Yin deficiency type
993,"Eye acupuncture points, abdominal acupuncture points"
994,lncRNA MIAT
995,DED recurrent episodes
996,OC-01 (Varenicline Solution)
997,Nanomicelle Cyclosporine
998,IPL using MGX
999,Sodium Hyaluronate/Chondroitin Sulfate (SH/CS-PF)
1000,Topical cyclosporine A (CsA)
1001,"Inflammatory markers (such as IL-6, TNF-α)"
1002,Increased tears
1003,Eye pain
1004,Eye fatigue
1005,Liver meridian stagnation and heat
1006,Lung Yin deficiency
1007,Qi and Yin deficiency
1008,Jingming acupoint
1009,Zanzhu Acupoint
1010,Temple Points
1011,Sizhukong acupoint
1012,Congenital anhedonia
1013,Stevens-Johnson syndrome
1014,Other diseases
1015,"Eyelid hygiene, anti-inflammatory medications, and lipid-containing lubricants for MGD and DED"
1016,Blinking exercises may reduce DED symptoms
1017,Screen breaks may reduce DED symptoms
1018,Environmental changes can reduce DED symptoms
1019,Anti-inflammatory drug therapy
1020,Physical therapy
1021,Age-related dry eyes
1022,Pathogenesis of dry eye in patients with DM
1023,Dry Eye Diagnosis
1024,Increased expression of CCL1 and miR-21-5p in conjunctival epithelial cells and tears
1025,Comparison of MGD-related EDE patients with a control group
1026,Reduced T cell migration and inflammation in DED
1027,"Lymphocytes, neutrophils"
1028,Melting temperature of oil secreted by meibomian glands
1029,Corneal epithelial permeability
1030,Patients with DED but not associated symptoms
1031,Corneal nerve damage
1032,Patients with ocular allergy (OA)
1033,Comparison of DED patients with relevant control groups
1034,Tears of patients with DED indicate inflammation
1035,Comparison of tears between DED patients and relevant controls
1036,Tears of DED patients vary
1037,Tears of DED patients
1038,Tears and ocular surface in patients with DES
1039,"DED, indicating inflammation and disease severity"
1040,Sjögren's syndrome and DES patients compared with relevant control groups
1041,DED patients whose condition worsens due to VDT use
1042,"DED associated with Sjögren's syndrome, causing ocular surface damage"
1043,"Chronic DED, causing further damage"
1044,Comparison of tears between DES patients and controls
1045,DED onset and worsening of related symptoms
1046,Key biomarkers of dry eye severity and tissue remodeling
1047,Ocular surface inflammation
1048,"Multifactorial diseases causing tear film instability, discomfort, and visual impairment"
1049,Multifactorial ocular surface diseases characterized by loss of tear film homeostasis
1050,"Subtypes within the same scope, not distinct entities"
1051,Common side effects in omega-3/omega-6 studies
1052,Bacterial biomarkers in ADDE patients
1053,Key factors in the pathogenesis and progression of DED
1054,"There are differences, affected by different collection and technology application methods"
1055,Indications of inflammatory responses in DED
1056,Application of AF/Au@Poly-CH NPs in animal models
1057,DED
1058,Eye patch photothermal conversion core material
1059,"According to the meibomian gland segmentation and application, it is divided into four different levels (0, 1, 2, 3)"
1060,Heat converted to GNR@Pd in eye mask
1061,Increased prevalence of DED
1062,Tear film stability
1063,Dry eye degree
1064,"Amplified inflammation in chronic DED leads to more severe, longer-lasting attacks"
1065,Interferometer lipid layer image classification
1066,Secretion of pro-inflammatory cytokines causes ocular surface inflammation and epithelial damage
1067,"Flake rupture, point rupture, linear rupture, irregular rupture"
1068,ST before bed
1069,Quality of life (QoL) and work productivity
1070,Tear film stability and ocular surface health
1071,"SIT value, BUT value"
1072,Superficial Punctate Keratitis (SPK)
1073,"FTBUT, MGE, and Schirmer scores for certain dry eye types"
1074,"Secretes MUC5AC, a gel-forming mucin that is essential for tear film stability"
1075,"Ocular surface environment, causing chronic inflammation"
1076,"YOLOv8, high-performance indicators such as object positioning accuracy mean average accuracy (mAP) in blink diagnosis"
1077,Comparison of dry eye associated with type 1 diabetes
1078,Comparison of patients with Sjögren's syndrome with the general population
1079,Comparison of DED in gout patients and control groups
1080,Gout patients may develop DED over time
1081,Patients receiving CsA had a higher risk of developing leukopenia compared with patients receiving vehicle or artificial tears alone.
1082,Clinical applications to more effectively process
1083,Dry eye patients
1084,"Nourishes Yin, nourishes the liver and improves eyesight"
1085,"DED and MGD, causing overlapping symptoms and signs"
1086,Correct use of masks and measures to prevent MADE
1087,Screening and diagnosis of macular diseases such as age-related macular degeneration (AMD) and diabetic macular edema (DME)
1088,"Dry eye disease related targets (TNF-α, Caspase1, IL-6, IL-1β)"
1089,Neurogenic inflammation
1090,"Tear deficiency, meibomian gland dysfunction"
1091,Abnormalities of the tear film lipid layer
1092,Uneven distribution of the aqueous tear layer
1093,"Meibomian gland dysfunction, thin tear film lipid layer"
1094,"Dry eyes, impaired ocular surface function"
1095,Impaired ocular surface function
1096,"The LFIA test uses high concentrations of lactoferrin, which requires dilution to obtain accurate results"
1097,"""White Astringency"" or ""Dryness and Blurred Light"" in Traditional Chinese Medicine"
1098,DED patients have reduced defenses against oxidative stress
1099,Improving the accuracy of AI-based DED diagnosis
1100,LFA-1 promotes immune responses and inflammation in DED
1101,DED treatment in rural residents
1102,Symptoms of eye discomfort
1103,Negative emotions
1104,"Perimenopausal dry eye symptoms, inhibit ocular surface inflammation"
1105,Evaporative or water-deficient DED
1106,"Multicenter technology is used to display DED, accounting for the largest proportion of costs"
1107,Restoration of ocular surface homeostasis
1108,Tear secretion and restoration of ocular surface homeostasis
1109,Muc1
1110,Muc4
1111,Muc5
1112,Ocular surface cell specimens
1113,"Macrophages, dendritic cells"
1114,"Varenicline, which causes tear secretion"
1115,Transparency and explainability of MGD grading to enhance clinical trust
1116,Expression profile of miRNA in tears of patients with dry eye
1117,Randomized controlled trials (RCTs) for DED
1118,Meta-analysis of the effectiveness of sodium hyaluronate in the treatment of dry eye after cataract surgery
1119,"Key factors to determine impact: DED severity, number of visits, and area of residence"
1120,"Diabetic retinopathy, glaucoma"
1121,Validation of the psychometric properties of the C-OSDI
1122,Diagnosing abnormal blink patterns in ophthalmology videos
1123,Automating and improving the accuracy of foveal diagnosis
1124,Long-term use of digital screens can cause decreased blinking frequency and incomplete blinking
1125,Prolong the retention time of drugs in the eye and improve bioavailability
1126,Classification and segmentation tasks in AMD diagnosis
1127,Improvement of tear interference pattern
1128,Data quality improvement
1129,Intelligent identification of Meibomian gland dysfunction (MGD)
1130,Help build future thinking space
1131,"Diagnosis of dry eyes, severity classification, and prognosis"
1132,Diagnosis of DED Treatment Impact on Daily Life
1133,Intelligent image recognition of dry eye video.
1134,Causes of tear film instability
1135,Differentially expressed genes associated with dry eye
1136,Reduced oxidative damage after autophagy agonist rapamycin
1137,Dry eye research and acupuncture treatment of dry eye
1138,"Diagnosis, differential diagnosis and classification of dry eye"
1139,Immune and regulatory related protein expression
1140,Basic research on acupuncture treatment of dry eyes
1141,Dry Eye Research
1142,Activation of MAPK pathway
1143,Inhibits oxidative stress
1144,Blocking PPAR signaling
1145,Upregulates expression in dry tear tears
1146,Activate the immune system
1147,Differentiating between aqueous-deficient and lipid-dysfunctional dry eyes
1148,Simulating the pathogenesis of dry eye
1149,Tear film-guided dry eye treatment
1150,Diagnosis of lacrimal gland lesions
1151,Clinical diagnosis of dry eye
1152,Tear breakup time (TBUT) imaging technology is used in
1153,Tear film interferometry and slit lamp imaging techniques are used in
1154,Facilitate identification of artifacts and refine MGD classification
1155,Treatment of age-related dry eyes
1156,XAI improves image quality for more accurate MGD diagnosis
1157,Provides a more detailed mite count than just a diagnosis
1158,Autoimmune Dry Eye Research
1159,Technology applied to dry eye-related quality of life research hotspots
1160,"Visualization technology applied to authors, journals, countries, institutions, etc."
1161,"Technology is applied to the number of posts, keyword emergence, etc."
1162,"Tear meniscus height estimation, corneal thickness measurement"
1163,Quantifying quality of life in patients with dry eye
1164,"Nourishes the liver and kidneys, improves eyesight and improves dry eye symptoms"
1165,Dry eye symptom relief
1166,Tear cytokine levels in DED patients and controls
1167,Quantitative technology for LFIA test line results is applied to
1168,Creating a corneal epithelial contour map
1169,200° panoramic retinal image capture to improve diagnostic accuracy
1170,Treating chronic dry eyes by reducing inflammation
1171,Measuring tear cytokine levels in DED studies
1172,Testing YOLOv5 and YOLOv8 performance
1173,Proteomics of tear samples is applied to
1174,Targeted drug delivery in the treatment of dry eye disease
1175,Reduce postoperative dry eye inflammation
1176,Diagnosis of dry eye subtypes
1177,Identification of DED cases in the study population
1178,The efficiency and accuracy of deep learning model technology in diagnosing fovea
1179,Ocular surface video using research technology for TMH measurement
1180,Tear Secretion in Dry Eye Research
1181,Test-retest reliability between the online and paper versions of C-OSDI
1182,Symptom improvement in DED patients after LipiFlow treatment
1183,Severity of DED and its impact on quality of life
1184,Complex data from DED diagnostic tests
1185,Microbial composition under study
1186,Patient data on the prevalence and risk factors of DED in patients with gout
1187,Prevalence and incidence of DED from 2003 to 2015
1188,Corneal basal nerves and Langerhans cells (LC) in dry eye
1189,Dry eye inflammation and flare-ups
1190,Corneal and conjunctival epithelial damage in dry eye
1191,Ocular surface inflammation in patients with dry eye
1192,Tear secretion in patients with DED
1193,EDS and other symptoms in a standardized setting
1194,Application of YOLOv5 and YOLOv8 in diagnosis and quantification of Demodex mites
1195,Corneal and conjunctival damage in patients with DED
1196,LFIA results of IL-6 and lactoferrin
1197,Key lipid changes and potential biomarkers involved in the pathophysiology of DED
1198,"Obtain objective data through application of technology to blink frequency, duration and irregularity"
1199,A pre-processed multi-source ophthalmic image model for AMD diagnosis
1200,Data Quality in Machine Learning (ML) Models for Diagnosis of Meibomian Gland Dysfunction (MGD)
1201,Dry eye in the diabetic group and the control group
1202,Secretagogues increase tear production
1203,A solid approach to verifying deep learning model performance
1204,Dry Eye Drug Delivery Systems
1205,DED diagnostic tools
1206,"Interpretability, reliability, and applicability of artificial intelligence in DED diagnosis"
1207,Data preprocessing. Data quality enhancement
1208,Trichiasis Diagnosis
1209,Tear film breakup diagnosis
1210,Tear film lipid layer diagnosis
1211,clinical
1212,Demodex diagnosis
1213,Improved bioavailability
1214,Grading of eye redness
1215,Dry Eye Diagnosis
1216,Age-Related Macular Degeneration (AMD) Diagnosis
1217,Dry Eye Symptoms
1218,Tear film instability and environmental factors
1219,Anti-inflammatory effect of Au@Poly-CH NPs
1220,Ocular surface damage
1221,Monitoring scope adverse events
1222,Adverse events (AEs) during monitoring
1223,"Lacrimal gland removal, lacrimal gland dysfunction"
1224,Environmental stress
1225,Reduces inflammation and supports neuroprotection in DED
1226,A dynamic and personalized approach to treating DED
1227,Personalizing DED treatment strategies using tear biomarker profiles
1228,Improved performance on foveal diagnosis tasks compared to related traditional methods
1229,Inflammatory response in patients with DED
1230,New dry eye classification system
1231,New definition emphasizes tear film stability
1232,Confirming the diagnosis of Sjögren's syndrome
1233,Treatment Goals of DES
1234,Potential therapeutic approach to combat oxidative stress in DED
1235,Disease recurrence rate
1236,Reduced drug costs and number of MRPs
1237,Reduced dry eye symptoms after cataract surgery
1238,Reduced inflammation in dry eyes
1239,Reduce diabetic peripheral neuropathy (DPN)
1240,Hyperosmotic-induced decrease in TNF-α protein level in human corneal epithelial cells
1241,Dry eye patients have reduced levels of inflammatory factors
1242,Dry eye symptoms of patients in the observation group were reduced
1243,Reduced severity of dry eye syndrome
1244,Reduced corneal damage
1245,Dry eye patients have reduced levels of inflammatory factors
1246,Decreased density of activated immune cells in cornea
1247,Decreased OSDI score and corneal fluorescein sodium staining (FLS) score
1248,OSDI score and CVS symptom score decreased
1249,"Decreased expression of IL-1β, TNF-α, and MMP-9 in lacrimal gland cells"
1250,Decreased levels of IL-1β and TNF-α in tears of rats with dry eyes
1251,Decreased tear osmotic pressure
1252,LipiFlow system technology applied to eyelids
1253,Corneal nerve dysfunction
1254,Corneal staining score is low
1255,Lower incidence of dry eye after surgery
1256,Fluorescein staining (FL) score is low
1257,Eye irritation symptoms are less common
1258,Significant heterogeneity in cytokine levels across studies
1259,"Inflammation, improve dry eye symptoms"
1260,"Different studies have diagnosed CsA, with some showing improvement in tear secretion and others showing no significant difference. Results vary."
1261,Studies comparing vehicle alone or artificial tears with CsA therapy have had mixed results
1262,Improve dry eye symptoms and tear stability
1263,Loss of contextual conditions around pixels in gland segmentation
1264,XAI standardizes and optimizes ML model performance across different datasets
1265,Use with caution in patients with DED who have significant inflammation
1266,A user-friendly system to aid in mite diagnosis and related diagnostics
1267,A user-friendly DED diagnostic system accessible online
1268,"Promote tear film stability, improve ocular surface inflammation, anti-inflammatory and antibacterial effects"
1269,"Anti-inflammatory and antibacterial effects, depending on the situation"
1270,Tear film lipid layer diagnosis for dry eye disease
1271,Accurate and efficient eye redness grading
1272," Applications in ophthalmology, especially in diagnosing tear film abnormalities"
1273,TMH diagnostics to aid in the diagnosis and management of dry eye
1274,AI-based DED diagnostic approach enables better diagnosis and personalized treatment
1275,Provides detailed quantitative technology for clinical applications in dermatology and ophthalmology
1276,Treat dry eyes and inhibit inflammatory response
1277,Tear secretion and TBUT in patients with DED
1278,Corneal nerve damage and decreased tear film stability
1279,Aqueous Deficiency Dry Eye (ADDE)
1280,Treatment of DED after cataract surgery
1281,Controlling inflammation in dry eyes
1282,"Dilate capillaries, improve blood circulation in eyes"
1283,The tear secretion of sodium hyaluronate and polyethylene glycol group was higher than that of dextran-70 group
1284,Inadequate tear production and excessive evaporation
1285,Medical object recognition
1286,Dry eye after age-related cataract surgery
1287,Cataract Dry Eye
1288,Dry eye after cataract surgery
1289,New dry eye challenges emerge due to lifestyle changes
1290,MADE reports increase due to widespread mask use
1291,Fluctuations in the incidence and severity of DED
1292,"Dry eye disease increases risk, reduces academic performance"
1293,Conjunctivitis
1294,The prevalence of DED is high in adults and school-age children
1295,"Conjunctivitis, ptosis"
1296,Dry eyes caused by Meibomian gland dysfunction (MGD)
1297,Alleviating inflammation in DED by blocking ICAM-1/LFA-1 interaction
1298,Mucin deficiency
1299,Anxiety and depression
1300,Decreased quality of life
1301,Part of a vicious cycle that exacerbates DED
1302,Healthy tear film
1303,Pathogenesis of dry eye
1304,Autoimmune dry eye
1305,Contributes to epithelial barrier function and tear film stability
1306,Polycatechin technology for anti-oxidative stress treatment
1307,The prevalence of DED is lower in non-smokers and ex-smokers
1308,Dry eye protection
1309,Comprehensive and consistent diagnostic criteria for DED
1310,Approved for commercial use of nanomedicine in the treatment of DED
1311,Reduced Ocular Surface Disease Index (OSDI) score
1312,Cutting off the corneal nerve affects the stability of the tear film
1313,Reliability of the online version for Chinese patients with dry eye
1314,Changes in tear film homeostasis and inflammation
1315,Loss of ocular surface homeostasis
1316,Changes in corneal basal nerve parameters
1317,Chronic inflammation affecting the ocular surface
1318,Chronic inflammation and intermittent flare-ups
1319,"Tear film instability, hyperosmolarity, and inflammation"
1320,Tear film instability and hyperosmolarity
1321,Tear film instability and chronic inflammation
1322,Inflammation and oxidative stress
1323,"Reduced tear film stability, hyperosmolarity, and chronic inflammation"
1324,"Tear film instability, hyperosmolarity, inflammation, and neurosensory abnormalities"
1325,"Cyclic episodes, inflammation, and tear film instability"
1326,Chronic inflammation and corneal barrier disruption
1327,Exocrine lymphocyte infiltration
1328,"Tear film instability, hyperosmolality, and chronic inflammation"
1329,Adequate watery and lipid tear secretion
1330,EIF is higher compared to related mild DED
1331,Diagnosing the severity of DED symptoms
1332,Administration of cyclosporine A
1333,Nanoemulsions and micelles treat DED
1334,The vicious cycle of dry eye
1335,Activity related to cellular homeostasis
1336,Nanoparticle-based therapy prevents evaporation
1337,Core mechanisms causing dry eye syndrome
1338,Stabilizing polar and nonpolar lipids in CE
1339,There was no significant difference in the incidence of MADE symptoms compared with those who did not wear corrective lenses
1340,Chronic inflammation in DED causes reduced tear secretion
1341,18.3% of respondents wear masks
1342,Rise in dry eye cases linked to mask wearing and screen time
1343,Protective agents against DED cell damage
1344,Bacterial biomarkers of healthy ocular surface
1345,Key ingredient in maintaining tear film stability and ocular surface health
1346,Risk factors for higher prevalence of DED
1347,"High risk factors for dry eye syndrome, with higher prevalence in women"
1348,Risk factors for a higher prevalence of MADE
1349,Changes in the degree of lacrimal gland lesions in patients with dry eyes
1350,"The prevalence of symptomatic DED was unexpectedly high, especially in males"
1351,"Staphylococci, Streptococci, Bacilli"
1352,Dry eyes in patients with diabetes
1353,Meibomian gland-associated orbital lymphoma
1354,Reduced tear film stability
1355,Corneal epithelial diseases
1356,Diabetic Keratopathy
1357,Corneal edema
1358,"Dry eyes, ocular surface discomfort"
1359,"Anxiety, depression, and decreased quality of life"
1360,Dry eye syndrome in children
1361,Risks of dry eyes in children
1362,"Maximum symptom severity (SPEED, OSDI scores)"
1363,The role of omega-3 PUFA in the treatment of DED
1364,Clinical efficacy of SH/CS-PF
1365,New cyclosporin A nanoemulsion (Cyporin N?)
1366,Performance of YOLOv8 in trichiasis diagnosis
1367,Performance of YOLOv8 in the diagnosis of tear film lipid layer
1368,Performance of YOLOv8 in tear film breakup diagnosis
1369,YOLOv8 performance in diagnosing Demodex mites
1370,Diagnostic Transformer (DETR) technology is used to calculate the tear meniscus height (TMH)
1371,Severity of Dry Eye Syndrome (DES)
1372,Reduce dry eye symptoms
1373,Tear secretion and tear break-up time (TBUT)
1374,DED symptoms are more severe than those related to PCS
1375,Decomposition of fluorescein
1376,DED symptom severity according to C-OSDI diagnosis
1377,Poor sleep quality
1378,Elevated tear cytokine levels
1379,"Elevated tear cytokine levels (IL-1β, IL-6, IL-8, TNF-α, IFN-γ)"
1380,Bringing heavy economic burden to Chinese patients and society
1381,Chronic inflammation and lipid changes of the ocular surface
1382,"Alterations in mucin expression and secretion, causing tear film instability and inflammation"
1383,"Tear film instability, inflammation, and eye discomfort"
1384,Significant changes in tear proteome and metabolome
1385,Study on cytokines in non-Sjogren's syndrome dry eye
1386,Severe intestinal flora imbalance
1387,DED symptoms improve after treatment
1388,Performance of YOLOv8-based object diagnosis in eye redness grading
1389,evaporative dry eye syndrome
1390,Evaporative dry eye (EDE) and tear film instability
1391,Application of MBI in diagnosing DED
1392,Severity of corneal and conjunctival epithelial damage (CED and CjED)
1393,Conjunctival epithelial injury (CjED)
1394,Changes in ocular surface microbiota
1395,"Dry eye symptoms worsen, especially in women and retail workers"
1396,DED has a high prevalence and incidence
1397,Increased risk of DED
1398,"Primary school students are obese, have less physical activity, and have poor academic performance"
1399,Dry eye symptoms and increased risk of diagnosis
1400,Recruitment of immune cells to the ocular surface in dry eye
1401,"U-Net performance in terms of efficiency, accuracy and resource consumption for foveal diagnosis"
1402,Severity of DED symptoms
1403,Blink-related friction-induced conjunctival epithelial damage (CjED)
1404,Dry Eye Syndrome (DES) Prevalence Increases
1405,Cellular activation and ocular surface inflammation
1406,Neuroreflexia and total neurological grade score
1407,Severity of dry eyes and meibomian gland damage
1408,Unstable tear film in dry eye
1409,Abnormal tear and blink patterns
1410,Newly diagnosed DED patients have lower Schirmer test scores and higher OSDI scores
1411,Higher prevalence of DED after surgery
1412,Increased severity of DED in women
1413,EIF is higher in patients with DED
1414,Increased incidence of dry eye symptoms during COVID-19 pandemic
1415,Artificial Tears (AT)
1416,Tear breakup time (TBUT) and Schirmer score
1417,Worsening of DED symptoms
1418,Women at increased risk of dry eye syndrome
1419,"Machine learning (ML) model accuracy, recall, and F1 scores have all improved"
1420,"It is a first-level suitable disease for myopia, optic atrophy and glaucoma."
1421,Dry eye incidence in diabetic patients
1422,Comparison of other cytokines associated with DED
1423,ICAM-1 and IL-6 levels
1424,"ST lasts longer, and ST before going to bed"
1425,"OSDI score, eye pain, blurred vision"
1426,Sensitivity to light in people with DED
1427,Interferon-gamma levels
1428,"Severity of CED and CjED, reflecting tear volume"
1429,IL-8 and IL-6 levels
1430,Schirmer test shows improvement
1431,Clinical trials show efficacy and safety Show efficacy and safety
1432,MBI with J-OSDI shows high
1433,"Significant improvements in mAP, specificity, recall, and F1 scores"
1434,Corneal Fluorescein Staining (CFS) Significant DED Improvement
1435,Significant DED improvement in tear film break-up time (TBUT)
1436,Ocular Surface Disease Index (OSDI) score was significantly high
1437,Ocular Surface Disease Index (OSDI) was significantly less
1438,Significantly low Schirmer test scores
1439,Rapid precorneal clearing
1440,"Good, less adverse reactions"
1441,Shows superior effectiveness compared to other eye drops in relieving dry eye symptoms after cataract surgery
1442,Safe technology applied to dry eye disease without affecting intraocular pressure (IOP)
1443,Adverse events were not significant
1444,Inhibition of high osmotic pressure-induced MMP-9 expression
1445,Improve tear film stability and ocular surface hydration
1446,"Most are mild and related to the use of OC-01 Nasal Spray (such as sneezing, throat irritation)"
1447,No significant effects on LLT or tear film stability in DE patients with MGD
1448,Schirmer test changes little
1449,Reduced tear film break-up time (TBUT)
1450,Reduced severity of eye discomfort
1451,Increased tear film thickness (TFT)
1452,MEBO score increases
1453,"mucin function and reduce inflammation in DED, e.g. using cyclosporine or novel mucin mimetic agents"
1454,Dry eye disease treatment is more effective
1455,Inferior to sodium hyaluronate-related polyethylene glycol combination in the treatment of postoperative dry eye
1456,"Comparable to sodium hyaluronate, but slightly less effective in some tear stability measurements"
1457,Increased tear break-up time (BUT)
1458,"Distributed in the United States, China, Japan and other countries"
1459,Comparison of ADDE patients with relevant controls shows less diversity and abnormalities in the ocular surface microbiota
1460,Pathogenesis and related factors of dry eye
1461,"Retinopathy, optic nerve disease"
1462,Pathogenic pathways of DED
1463,Pathogenesis of DES
1464,Corneal epithelial barrier disruption and inflammation in DES
1465,Understanding DED Pathophysiology
1466,Pathogenesis of DED
1467,The Vicious Cycle of DED
1468,Postoperative dry eye
1469,Excessive oxidative stress on the ocular surface
1470,Corneal epithelial damage and inflammation in DED episodes
1471,Evaporative dry eye in women
1472,"Disruption of the tear film lipid layer, resulting in increased tear evaporation and hyperosmotic pressure"
1473,Development and exacerbation of dry eye
1474,"Exhaled air blows directly into the eyes, causing dry eye symptoms to worsen"
1475,Gout patients at increased risk of DED
1476,Eye Discomfort and DED
1477,Chronic inflammation and damage in DED
1478,Dry eye diagnosis-related efficacy
1479,Disruption of ocular surface immune homeostasis
1480,Damage to the ocular epithelial barrier
1481,Destroy corneal epithelial basement membrane and tight junction proteins
1482,Destabilize tear film
1483,Damage to tear gland secretion function
1484,Disruption of corneal epithelial barrier
1485,"Damage to corneal nerves, causing decreased tear secretion"
1486,"Destroys ocular surface cells, causing dry eye syndrome"
1487,"Destroy cellular proteins, lipids, and DNA"
1488,"During this period, the blink rate is reduced and the tear film becomes unstable."
1489,Moderate or mild adverse events (AEs)
1490,Lacrimal Functional Unit (LFU) Dysregulation
1491,"Dysregulation of growth factors (such as VEGF, EGF)"
1492,Identifying and resolving medication issues in patients with dry eye syndrome
1493,tear secretion
1494,work efficiency
1495,tear film stability
1496,physical activity
1497,MDA
1498,SOD
1499,GSH-Px
1500,Grad-CAM and SHAP
1501,Ultra performance liquid chromatography (UPLC)
1502,deep learning model
1503,voting mechanism
1504,Cytokine variability
1505,Functional visual acuity (FVA)
1506,corneal epithelium
1507,"Lipids, aqueous/secreted mucins, membrane-associated mucins"
1508,secretory component imbalance
1509,"MGD, causing tear film instability and DED"
1510,"Obesity, physical activity, dry eye and learning ability"
1511,"Level 4 suitable symptoms: fundus hemorrhage, visual fatigue"
1512,"Damage to ocular surface tissue, causing tear film stability to decrease"
1513,Increased severity of dry eye
1514,The prevalence and severity of DED are higher
1515,Ocular surface inflammation and damage
1516,NLRP3 inflammasome activation
1517,inflammation
1518,"Eye surface cells, causing dry eye"
1519,Incidence of dyslipidemia dry eye
1520,Worsening of MGD (Meibomian Gland Dysfunction)
1521,digital eye strain
1522,Eye discomfort
1523,The vicious cycle of DED
1524,Causes acute attacks of DED by activating epithelial cells and inflammatory mediators
1525,"Adverse reactions (such as eye burning, irritation, etc.)"
1526,Decreased tear secretion
1527,Decreased corneal sensitivity
1528,BUT shortened
1529,Meibomian gland function score is low
1530,"Dry eye disease-related indicators (such as OSDI score, tear secretion, etc.) are reduced"
1531,ocular surface inflammatory disease
1532,Postoperative dry eye
1533,Increased risk of dry eye
1534,Ocular surface diseases and meibomian gland abnormalities
1535,"Disharmony of blood Qi, transit of blood Qi"
1536,"Qi, blood and body fluids, regulating Qi movement"
1537,"Essence and blood, regulating Qi"
1538,Dry and hazy eyes
1539,"vision, emotion"
1540,Abnormal tear film stability
1541,Abnormal protein levels in tears
1542,inflammatory cascade
1543,abnormal tear secretion
1544,Tear-deficient dry eye
1545,Poor tear film stability
1546,Dry eye-like ocular surface damage in mice
1547,Ocular surface and lacrimal gland changes
1548,Postmenopausal and androgen deficiency dry eye
1549,Rapid tear evaporation
1550,Abnormal tissue repair
1551,High risk of lipid abnormalities in dry eye
1552,The incidence of lipid abnormality dry eye is high
1553,The incidence of lipid abnormality dry eye is high
1554,Tear evaporation rate
1555,Changes in the ocular surface environment and faster tear evaporation
1556,Decreased tear film lipid layer thickness
1557,Evaporative dry eye
1558,Meibomian gland atrophy
1559,Tear film lipid layer instability
1560,Meibomian glands secrete vigorously and the gland opening is blocked
1561,Decreased secretion of meibomian glands
1562,Meibomian gland atrophy and decreased secretion
1563,Meibomian gland occlusion and decreased secretion
